"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","heardOfBagBans","impressionOfBagBans",,"proposedBagBan","voteInFavor","includeFeeVoteYes","bagsFoundDecreased","trenchHasBags","carmelDoesntFee","highCostsPlasticBags","everyOtherCityFees","commentsOrSuggestions","howLongInSC","rentOrOwn","zip","childrenInHome","localMerchant","ageLower","whatYearBorn","gender","contactMeFor","Interviewers Name",,"Type","Platform","Agent","Referrer",,,
56218472,"2013-09-17 09:45:55","2013-09-17 09:45:55","70.197.5.200","US","United States","Nevada","Yes","No opinion.",,"No","Probably yes","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218473,"2013-09-17 09:52:31","2013-09-17 09:52:31","70.197.5.200","US","United States","Nevada","No",,,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"6-10 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218474,"2013-09-17 10:02:27","2013-09-17 10:02:27","70.197.5.200","US","United States","Nevada","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Own",95066,"No","No",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218475,"2013-09-17 10:15:32","2013-09-17 10:15:32","70.197.5.200","US","United States","Nevada","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218477,"2013-09-17 10:39:49","2013-09-17 10:39:49","70.197.5.200","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56218478,"2013-09-17 10:45:11","2013-09-17 10:45:11","70.197.5.200","US","United States","Nevada","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Rent",95066,"Yes","Yes",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56886380,"2013-09-19 07:40:22","2013-09-19 07:40:22","70.197.5.198","US","United States","Nevada","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"11-15 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Female","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56886383,"2013-09-19 07:46:40","2013-09-19 07:46:40","70.197.5.198","US","United States","Nevada","No",,,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female",,,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56886384,"2013-09-19 08:07:43","2013-09-19 08:07:43","70.197.5.198","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference",,,"5 years or less","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Female",,,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56886387,"2013-09-19 08:48:28","2013-09-19 08:48:28","70.197.5.198","US","United States","Nevada","Yes","No opinion.",,"Yes","Definitely no","Definitely no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","i like plastic bags ","more than 20 years","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Male",,,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56886391,"2013-09-19 09:10:14","2013-09-19 09:10:14","70.197.5.198","US","United States","Nevada","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56886395,"2013-09-19 09:25:19","2013-09-19 09:25:19","70.197.5.198","US","United States","Nevada","Yes","The fee for paper bags is too high.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","in inflation tired of fees annoying last straw. ","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would like to receive updates about this topic",,"sally","smythe",,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56899073,"2013-09-19 09:59:27","2013-09-19 09:59:27","70.197.5.198","US","United States","Nevada","Yes","They've had a negative impact.",,"No","Probably no","Definitely no","Don't know/ Not applicable","Don't know/ Not applicable","Much more likely to support a $0.10 fee","Don't know/ Not applicable","Makes no difference","should not be a fee on paper seems big business profits. is awareness enough or are bags the issue. like that ppl that walk dogs use bags needs to be plastic. ","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56899075,"2013-09-19 10:19:56","2013-09-19 10:19:56","70.197.5.198","US","United States","Nevada","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","its a convenience issue. try tobuse reusable but sometimes forget. ","more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female",,,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905227,"2013-09-19 09:03:43","2013-09-19 09:03:43","70.197.0.219","US","United States","Washington","Yes","No opinion.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",60,"1953-1949 (age 60-64)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905228,"2013-09-19 09:14:59","2013-09-19 09:14:59","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Makes no difference","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"No","Yes",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905230,"2013-09-19 09:30:12","2013-09-19 09:30:12","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905234,"2013-09-19 09:39:31","2013-09-19 09:39:31","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"No","Definitely yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"11-15 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905236,"2013-09-19 09:55:02","2013-09-19 09:55:02","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Makes no difference",,"6-10 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905238,"2013-09-19 10:08:28","2013-09-19 10:08:28","70.197.0.219","US","United States","Washington","Yes","The fee for paper bags is too high.",,"Yes","Definitely no","Definitely no","Makes no difference","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Don't know/ Not applicable","Makes no difference","increase the fine for littering and, and we have to be much more stringent on the homeless in Santa Cruz. More restrictions on illegal camping, or more enforcement.","6-10 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905240,"2013-09-19 10:16:38","2013-09-19 10:16:38","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Makes no difference","promote more programs like staff of life where they give you a free reuseable bags","16-20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would like to receive updates about this topic",,"Sarah",,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905241,"2013-09-19 10:33:49","2013-09-19 10:33:49","70.197.0.219","US","United States","Washington","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Somewhat more likely to support a $0.10 fee","clean up your trash and this wont be necessary, people who litter wont stop littering because of the ban","6-10 years","Rent",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56905248,"2013-09-19 10:46:21","2013-09-19 10:46:21","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56991128,"2013-09-20 08:05:05","2013-09-20 08:05:05","70.197.0.219","US","United States","Washington","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"11-15 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56991129,"2013-09-20 08:14:17","2013-09-20 08:14:17","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Rent",95066,"No","Yes",45,"1968-1964 (age 45-49)","Male",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56991130,"2013-09-20 08:59:38","2013-09-20 08:59:38","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"No","Probably yes","Definitely no","Somewhat more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"11-15 years","Rent",95066,"Yes","No",30,"1983-1979 (age 30-34)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56991131,"2013-09-20 09:05:56","2013-09-20 09:05:56","70.197.0.219","US","United States","Washington","Yes","They've had a positive impact.",,"Yes","Definitely yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Rent",95066,"Yes","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56991132,"2013-09-20 09:21:55","2013-09-20 09:21:55","70.197.0.219","US","United States","Washington","Yes","No opinion.",,"No","Don't know","Probably no","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Don't know/ Not applicable","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
